"SITECODE","AWSNO","SDATE","SHOUR","DRYTMP","NETRAD","RAIN","SOLAR","STMP10","STMP30","WDIR","WETTMP","WSPEED","ALBGRD","ALBSKY","SURWET","SWATER","SWATER_T","DRYTMP_RH","RH","SWATER_VWC","Year"
"T06",1,2002-09-06,21,15.78,-16,0.2,0,15.69,15.58,222.1,13.8,3.11,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-06,22,15.75,-8.2,0,0,15.65,15.62,224,13.99,3.17,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-06,23,15.56,-5,0,0,15.58,15.65,227.7,13.94,3.21,0,0,2.8,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-06,24,15.39,-6.5,0,0,15.55,15.64,233.3,13.92,3.12,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,1,14.39,-8.6,0,0,15.5,15.6,262.7,13.61,1.87,0,0,59.3,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,2,14.24,-8.6,0,0,15.43,15.57,261.9,13.44,1.6,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,3,13.97,-11.5,0,0,15.41,15.59,267.1,13.16,1.46,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,4,13.69,-8.7,0.2,0,15.36,15.59,258.5,12.97,1.37,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,5,13.19,-6.1,1.2,0,15.32,15.61,273.7,12.64,1.67,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,6,12.11,-6.8,0.2,2.1,15.25,15.57,255.7,11.53,1.15,0,1.4,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,7,12.25,-2.4,0,27.4,15.22,15.57,236.1,11.73,1.01,5.6,22.8,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,8,12.93,2.5,0,70.7,15.22,15.59,221.8,12.41,1.25,16.5,61.7,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,9,13.78,-10.8,0,170.4,15.22,15.57,240.8,12.58,1.72,41.3,147.3,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,10,15.85,-48.5,0,544.8,15.25,15.53,233.9,13.69,2.81,137.3,476.3,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,11,16.88,74.9,0,476.5,15.44,15.51,237,13.73,2.68,125.3,438.3,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,12,18.52,221.3,0,702,15.59,15.46,232.6,13.88,3.66,194.8,685.9,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,13,19.1,188.4,0,603.4,15.85,15.49,226.3,13.58,3.7,166,578.1,14,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,14,17.89,77.1,0,275.1,15.93,15.46,230.1,12.77,3.46,77.6,269.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,15,18.83,131,0,415.4,15.95,15.46,232,13.19,3.56,130.3,419.5,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,16,17.91,39.4,0,165.4,15.96,15.51,235.5,12.64,3.24,44.8,157.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,17,17.11,22.7,0,113.6,15.88,15.51,240.9,12.45,3.49,33.4,113.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,18,16.27,8,0,70.4,15.77,15.51,239.7,12.26,2.98,22.1,70.1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,19,15.09,-7.9,0,5,15.63,15.51,234.2,11.81,2.77,0.6,4.9,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,20,14.24,-11.9,0,0,15.52,15.55,227.7,11.94,2.42,0,0,35.7,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,21,13.61,-19.8,0,0,15.44,15.54,227.3,11.74,1.81,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,22,12.43,-19,0,0,15.28,15.54,234.1,11.25,1.28,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,23,12.68,-16.2,0,0,15.19,15.54,217.3,11.75,1.06,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-07,24,11.74,-17.2,0,0,15.14,15.56,229.4,11.12,0.99,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,1,10.56,-21.7,0,0,14.97,15.53,224.9,10.1,0.81,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,2,9.43,-18.1,0,0,14.7,15.46,210.9,9.05,0.63,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,3,9.48,-23.2,0,0,14.45,15.46,200.2,9.13,0.65,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,4,8.41,-21.8,0,0,14.23,15.41,208.8,8.02,0.34,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,5,7.81,-19,0,0,14.03,15.38,274.6,7.46,0.44,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,6,7.28,-11,0,6.6,13.9,15.35,240.5,6.93,0.47,1.2,6.6,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,7,9.4,11.6,0,72.7,13.87,15.32,212,9.02,0.54,19.7,66.9,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,8,11.88,61.4,0,198.8,13.95,15.26,171.2,11.61,0.53,57,182.7,55.5,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,9,14.14,154.9,0,312.4,14.15,15.18,197,12.96,1.13,95,305.4,1,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,10,16.54,182.5,0,453.5,14.38,15.2,193.5,13.2,1.76,120.4,403.4,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,11,18.77,279.6,0,718,14.66,15.13,197.9,13.56,2.2,183.3,628.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,12,19.6,288.2,0,680.1,15.02,15.11,201.3,13.53,2.3,184,624.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,13,19.72,250.4,0,557.8,15.3,15.11,196.8,13.66,2.35,155,528.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,14,20.27,259.8,0,577.3,15.44,15.1,200.9,13.92,2.66,174.3,579.4,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,15,19.7,178,0,374.7,15.54,15.11,182,13.61,2.37,117.6,373.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,16,17.82,42.5,0,115.5,15.54,15.12,165.4,13.14,2.17,31.7,107.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,17,17.83,54.8,0,143.9,15.5,15.17,183,13.02,2.36,48.8,146.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,18,16.93,8.1,0,52.8,15.49,15.23,171.8,13.07,1.88,18.6,56.2,25.2,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,19,15.74,-18.2,0,6.3,15.36,15.25,196.6,12.29,1.59,1.2,7.6,19.7,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,20,14.02,-39.8,0,0,15.18,15.21,170.8,11.76,1.13,0,0,16.3,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,21,12.1,-35.5,0,0,14.92,15.22,133.4,10.88,0.47,0,0,42.7,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,22,11.99,-33,0,0,14.66,15.29,170.8,10.87,0.93,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,23,10.15,-23.1,0,0,14.46,15.29,80.9,9.55,0.11,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-08,24,9.38,-19.7,0,0,14.22,15.27,101.2,9.08,0.07,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,1,9,-24.7,0,0,14.01,15.2,88.8,8.64,0.26,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,2,9.15,-26.9,0,0,13.83,15.18,78.5,8.78,0.44,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,3,8.34,-26.1,0,0,13.7,15.19,71.9,8.1,0.31,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,4,7.93,-17.7,0,0,13.52,15.13,31.5,7.65,0.52,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,5,9.14,-16,0,0,13.43,15.05,71.5,8.84,0.32,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,6,10.3,-11.9,0,4,13.42,15.01,86.4,9.92,0.7,0.5,4.1,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,7,11.57,-0.3,0,28.2,13.48,14.95,57.4,11.3,1.77,7.1,27.3,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,8,12.45,5.8,0,43,13.63,14.88,60.8,12.06,2.32,11.4,42.8,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,9,13.43,14.3,0.4,87.7,13.76,14.84,50.7,12.9,2.47,24.1,87.2,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,10,13.64,16.6,1,83.7,13.93,14.79,34.4,13.23,2.39,21.8,81.2,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,11,13.77,13.3,0.8,74.3,14.05,14.75,44.4,13.45,2.89,18.1,70.4,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,12,14.15,10.5,3,69,14.17,14.74,36.9,13.87,3.1,16,64.6,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,13,13.89,-0.3,9.8,40.1,14.25,14.71,17.1,13.58,3.37,7.3,34.2,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,14,13.75,6.8,5.4,34.6,14.24,14.7,5.2,13.4,2.02,7.4,31.8,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,15,15.02,44.1,0,131.9,14.29,14.7,94.9,14.69,1.18,34,123.1,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,16,16.01,23.3,0.2,151.1,14.39,14.7,154.9,15.52,2.53,38.6,138.4,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,17,15.56,1.9,0.4,42,14.45,14.66,158.3,15.16,1.28,8.6,35.3,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,18,15.4,-5.5,0,15.4,14.51,14.65,187.8,15.07,0.79,2.6,11.2,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,19,13.75,-13.4,2.4,0.7,14.5,14.66,274.1,13.36,2.98,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,20,12.94,-11.1,1.4,0.2,14.48,14.73,254.4,12.46,4.35,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,21,12.17,-13,0,0,14.39,14.7,254.6,11.44,3.77,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,22,12.14,-10.3,0,0,14.35,14.72,237,11.42,2.92,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,23,11.85,-15.5,0.2,0,14.32,14.74,224.4,11.36,2.52,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-09,24,11.42,-20.9,0,0,14.27,14.75,215.7,10.99,1.88,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,1,11.33,-3.1,0,0,14.19,14.7,217.4,10.96,1.93,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,2,11.45,-7.8,0,0,14.16,14.68,221.3,11.09,2.01,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,3,11.1,-7.3,0,0,14.14,14.68,222.7,10.77,2.22,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,4,10.43,-18,0,0,14.11,14.69,228.3,10.15,1.6,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,5,9.27,-25.9,0,0,14.02,14.64,231.5,9.04,0.69,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,6,8.83,-17.6,0,6.3,13.78,14.62,246.7,8.64,0.62,0.7,4.6,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,7,9.47,17.9,0,72.9,13.67,14.61,213,9.24,1.33,17.2,62.2,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,8,10.92,44.8,0,197.9,13.71,14.59,227.3,10.66,1.53,52.2,170.4,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,9,14.42,-21.3,0,342.2,13.85,14.61,239.9,13.25,1.86,103.5,350.7,29.5,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,10,17.02,-102.9,0,541.4,14.03,14.61,255.5,14.06,1.88,135.3,487.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,11,17.59,143.6,0,464.4,14.2,14.57,249.7,13.88,2.02,116.5,418.3,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,12,18.69,208.6,0,599.3,14.36,14.55,251.9,14.11,2.19,157.9,571,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,13,18.44,175,0,430,14.54,14.55,264.1,13.73,1.79,119.4,420.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,14,20.55,242.9,0,583.3,14.69,14.57,268.8,14.81,1.73,174.8,599.4,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,15,18.65,65.6,0,223.3,14.82,14.59,300.8,13.62,1.25,63.6,215.2,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,16,18.37,64.9,0,183.5,14.83,14.56,293.1,13.52,0.8,53.4,175,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,17,19.35,102.6,0,212.7,14.82,14.6,318.3,14.09,0.53,73.6,210.8,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,18,18.1,-20.9,0,83.5,14.82,14.68,181.5,13.91,0.32,29.3,82.4,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,19,14.26,-52.9,0,1.6,14.62,14.66,211.2,12.7,0.13,0.2,4.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,20,12.63,-18.3,0,0,14.32,14.67,267.1,11.78,0.54,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,21,11.86,-26.4,0,0,14.17,14.72,259.6,11.24,0.33,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,22,10.69,-32.5,0,0,14.06,14.76,271.7,10.29,0.55,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,23,9.19,-24.5,0,0,13.84,14.73,299.1,8.84,0.57,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-10,24,9.2,-30,0,0,13.63,14.69,250.5,8.84,0.45,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,1,8.12,-28.7,0,0,13.44,14.66,291.2,7.8,0.32,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,2,8.55,-18.8,0,0,13.3,14.68,297.6,8.22,0.81,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,3,8.08,-29.9,0,0,13.2,14.66,22.2,7.81,0.16,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,4,8.7,-25.4,0,0,13.06,14.6,278.4,8.46,0.14,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,5,8.38,-28.5,0,0,12.94,14.52,290.9,8.11,0.32,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,6,8.53,-21.4,0,8.7,12.83,14.46,352.3,8.21,0.43,1.3,5.5,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,7,10.43,28.6,0,104.7,12.73,14.44,347.9,9.94,0.53,25.2,71.5,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,8,13.94,59.5,0,219.5,12.83,14.42,41.8,12.44,0.67,67.5,203.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,9,17.5,168.1,0,306.6,13.02,14.35,22.3,14.02,1.19,103.4,342.3,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,10,19.49,216.9,0,521.7,13.31,14.34,41.9,14.47,1.81,133,470.8,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,11,20.36,249,0,628.9,13.59,14.23,25.3,14.39,2.2,153,561,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,12,21.12,275.7,0,626,13.92,14.24,15.6,14.96,2.13,164.8,606.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,13,21.65,278.5,0,611.9,14.19,14.23,29.2,15.38,2.29,166.7,599.1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,14,20.11,92.9,0,247,14.36,14.21,33.9,14.72,2.41,65.7,238,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,15,20.11,154,0,365.2,14.47,14.22,31.8,14.93,2.91,105.4,350.9,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,16,20.12,118,0,313.8,14.62,14.31,26.8,14.89,3.04,92,298.8,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,17,18.48,114.8,0,174,14.66,14.35,30.6,14.21,2.82,55.3,167.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,18,17.66,50.4,0,60.9,14.68,14.41,40.9,13.99,2.75,17.4,57.2,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,19,16.88,21.6,0,1.1,14.62,14.42,48.5,14.69,2.6,0,1.1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,20,16.59,8.7,0,0,14.53,14.44,50.7,15.47,2.79,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,21,16.45,3.4,0,0,14.54,14.48,50.4,15.77,2.42,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,22,16.35,-9.3,0,0,14.49,14.5,59.4,15.7,2.25,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,23,16.34,2,0,0,14.52,14.55,61.3,15.7,1.93,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-11,24,16.51,-0.1,0,0,14.56,14.59,60.2,15.87,2.1,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,1,16.54,-3.4,0,0,14.57,14.6,65.1,15.89,2.22,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,2,16.48,3.4,0,0,14.59,14.62,85.5,15.38,2.34,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,3,16.12,3.9,0,0,14.6,14.63,87.6,14.78,1.88,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,4,15.77,2.5,0,0,14.61,14.65,91.5,14.53,1.52,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,5,15.44,-3.8,0,0,14.61,14.65,84,14.43,0.96,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,6,15.23,-2.4,0,3,14.55,14.65,64.3,14.31,1.53,0.4,2.8,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,7,15.38,24.7,0,69.5,14.52,14.65,64,14.46,1.88,18,58.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,8,16.25,102.1,0,185.1,14.58,14.66,71.7,14.87,2.05,49.9,156.3,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,9,17.94,214.6,0,299.5,14.66,14.74,69.7,15.76,2.46,90.9,294.1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,10,19.47,298.4,0,456.2,14.84,14.69,70.5,16.51,2.95,119.1,405,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,11,20.27,274.6,0,380.3,15.13,14.78,75.6,17.11,2.78,102.4,357,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,12,19.93,246.9,0,354.8,15.33,14.77,71.8,17.1,2.95,96.1,335.9,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,13,21.03,369.5,0,499.4,15.54,14.83,84.2,17.32,3.04,140.1,486.5,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,14,22.12,423,0,527.3,15.67,14.8,76.2,17.43,2.73,156.4,528.2,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,15,21.85,261.5,0,388.7,15.79,14.83,82.2,17.03,2.92,113.8,370.5,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,16,21.6,154,0,361.6,15.84,14.88,93.3,16.72,3.41,111.6,342.1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,17,20.68,97.1,0,239.6,15.84,14.9,88.9,16.23,2.93,89.7,245.8,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,18,19.26,-2.7,0,71,15.76,14.99,78.7,15.39,2.7,23.6,67.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,19,17.35,-34.8,0,1.6,15.61,15.03,72.4,14.43,2.1,0,3,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,20,15.93,-36.6,0,0,15.38,15.06,70.3,13.85,2.37,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,21,14.74,-38.8,0,0,15.17,15.04,65,13.35,2.23,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,22,14.23,-32.6,0,0,15.04,15.16,56.5,13.22,2.38,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,23,13.68,-31.1,0,0,14.92,15.15,63.4,13.02,1.86,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-12,24,13.02,-30.8,0,0,14.77,15.17,50.9,12.59,1.16,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,1,12.69,-30.8,0,0,14.63,15.2,53.7,12.35,0.97,0,0,27.2,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,2,12.57,-30.9,0,0,14.42,15.14,64.3,12.29,0.83,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,3,12.55,-27.2,0,0,14.32,15.11,38.8,12.28,1.16,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,4,12.66,-19.8,0,0,14.2,15.12,31.4,12.42,1.54,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,5,12.8,-17.7,0,0,14.16,15.11,38.6,12.58,1.84,0,0,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,6,13.09,-14.2,0,5.2,14.18,15.06,39.2,12.89,2.07,0.9,4.7,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,7,13.7,3.6,0,41,14.23,15.02,48.3,13.51,2.66,9.3,35.4,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,8,14.45,13.9,0,87.7,14.35,15.03,57.4,14.24,2.96,22.5,80.3,60,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,9,15.84,25.7,0,211.7,14.51,15.01,70.2,15.15,2.65,55,189.5,33.2,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,10,18.9,168.2,0,552.8,14.71,14.97,56.3,16.38,3.14,139.6,482,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,11,21.04,206.9,0,567.8,14.99,14.99,72.2,16.81,3.17,151.1,538.3,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,12,22.53,240.5,0,622.5,15.31,14.99,73.9,17.01,3.23,167.9,614.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,13,23.28,250,0,634.8,15.53,14.99,79.5,17.04,3.02,170.6,621.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,14,23.55,226.4,0,568.2,15.66,15,77.7,16.2,3.39,166.3,578.9,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,15,23.58,170,0,521.2,15.76,15.02,74.3,15.82,3.15,153.2,504.7,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,16,23.03,121.1,0,411.5,15.87,15.06,77.3,15.92,3.1,127,383.4,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,17,21.98,50.2,0,238.2,15.87,15.07,65.2,15.75,3.32,85.8,239.4,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,18,20.1,-15,0,71.5,15.81,15.15,65.4,15.59,2.99,23.5,68.8,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,19,18.22,-28.7,0,1.3,15.66,15.17,62.3,14.92,2.44,0,2.6,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,20,17.21,-24,0,0,15.52,15.24,51.9,14.76,2.42,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,21,15.87,-24.7,0,0,15.36,15.26,48.1,14.44,3.52,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,22,15.13,-21.6,0,0,15.27,15.25,48.1,14.18,3.37,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,23,14.16,-24.1,0,0,15.23,15.3,49.7,13.44,2.7,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-13,24,14.56,-17,0,0,15.14,15.29,49,13.7,2.58,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,1,14.86,-8.2,0,0,15.07,15.31,47.8,13.83,3.21,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,2,14.61,-7.8,0,0,15.07,15.32,46.5,13.26,2.97,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,3,14.52,-4.3,0,0,15.08,15.33,45.3,12.96,2.57,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,4,14.46,-3.9,0,0,15.1,15.29,46.4,12.62,2.33,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,5,14.18,-4.5,0,0,15.02,15.26,54.7,12.08,2.37,0,0,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,6,14.06,-2.7,0,1.1,15.02,15.28,26.3,12.38,1.71,0,1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,7,14.14,3.1,0,17.3,15,15.29,28.7,13.05,2.14,4.2,16.1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,8,14.59,13.1,0,51.4,15.03,15.28,43.7,12.87,2.75,13.2,49.1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,9,14.94,39.3,0,144.6,15.04,15.27,39.3,12.47,3.7,38.7,138.4,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,10,15.32,53.1,0,204.5,15.11,15.22,52.5,12.51,4.14,53.7,192.3,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,11,15.88,68.9,0,262.4,15.23,15.2,44,12.81,4.33,68.8,246.2,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,12,16.35,70,0,251.6,15.38,15.25,43.6,13.3,3.67,66.6,239.1,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,13,16.34,54.5,0,202,15.46,15.19,40.1,13.33,3.43,53.5,193,0,NA,NA,NA,NA,NA,2002
"T06",1,2002-09-14,14,16.1,51.5,0,191.9,15.45,15.15,34.8,13.18,3.76,50.4,182.5,0,NA,NA,NA,NA,NA,2002
