"SITECODE","AWSNO","SDATE","SHOUR","DRYTMP","NETRAD","RAIN","SOLAR","STMP10","STMP30","WDIR","WETTMP","WSPEED","ALBGRD","ALBSKY","SURWET","SWATER","SWATER_T","DRYTMP_RH","RH","SWATER_VWC","Year"
"T06",1,2001-01-01,1,3.76,1.8,0.6,0,1.81,3.49,161.7,3.45,4.6,0,0,0.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,2,4.75,2.3,0.4,0,1.95,3.5,171,4.51,3.5,0,0,25.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,3,5.63,2.4,0,0,2.05,3.53,173.9,5.42,3.58,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,4,6.62,1.5,0.4,0,2.15,3.48,178.6,6.33,4.89,0,0,59.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,5,7.13,1.1,0.2,0,2.35,3.45,179,6.92,4.34,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,6,7.68,-0.3,1.2,0,2.53,3.52,181.2,7.41,4.55,0,0,47.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,7,7.99,-0.5,0.8,0,2.7,3.52,183.9,7.71,4.16,0,0,29.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,8,8.25,-1.3,1.4,0,2.85,3.53,194.7,7.95,4.1,0,0,6.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,9,8.07,-3.9,0.2,3.9,3.07,3.57,201.2,7.56,4.23,0.5,5.8,18.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,10,7.79,12.5,0.2,39.7,3.24,3.66,202.8,7.36,2.53,8.3,39.7,55.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,11,8.43,103.8,0.2,191.3,3.44,3.7,193.5,7.71,3.72,41.5,159.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,12,8.55,62,0,115.3,3.62,3.73,196.4,7.71,4.52,23.7,101.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,13,9.21,99.4,0.2,173.3,3.84,3.78,196.4,8.26,3.86,36.7,159.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,14,9.43,29.2,0,63,4.03,3.85,174.9,8.38,3.6,11.5,55.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,15,9.4,0.7,0,8.4,4.19,3.92,172.4,8.29,3.86,1.2,8.3,29,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,16,9.32,-4.2,0.2,1.8,4.29,3.98,168.9,8.25,3.43,0,1.9,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,17,9.14,-6.7,0,0,4.34,4.07,171.5,8.31,3.96,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,18,8.94,-19.4,0,0,4.46,4.09,170.3,8.27,4.15,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,19,9.12,-8.9,0.2,0,4.54,4.16,168.3,8.3,3.95,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,20,9.1,-6.8,0,0,4.6,4.24,166.3,8.22,3.88,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,21,8.93,-12.4,0.2,0,4.69,4.31,170.3,7.99,4.84,0,0,5.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,22,8.6,-4.7,0,0,4.73,4.38,170.9,7.66,4.52,0,0,25.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,23,8.83,-5.4,0,0,4.81,4.43,168.6,8.02,4.4,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-01,24,8.93,-5.7,0,0,4.84,4.49,169.6,8.22,4.57,0,0,55.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,1,9.08,-5.7,0.2,0,4.94,4.54,174,8.18,5.25,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,2,9.06,-6.4,0,0,5.01,4.56,174.1,8.05,5.71,0,0,21.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,3,8.71,-6.3,0,0,5.07,4.64,177.6,7.79,4.81,0,0,6.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,4,8.3,-8.2,0.2,0,5.14,4.69,176,7.65,4.57,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,5,8.34,-10.2,0,0,5.14,4.76,172,7.36,4.41,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,6,8.35,-6.4,0,0,5.19,4.81,169.9,7.37,4.53,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,7,8.72,-9,0,0,5.22,4.89,171.2,7.58,4.66,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,8,9.01,-10.7,0.2,0,5.27,4.9,173.1,7.64,5.42,0,0.1,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,9,8.63,-3.3,0,2.8,5.27,4.95,167.2,7.68,4.89,0,4.5,53.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,10,8.43,7.3,0,16,5.36,4.98,168.6,7.76,5.51,2.8,16.4,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,11,8.71,20.1,0,37.4,5.42,4.98,172,7.9,5.61,7,36.8,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,12,9.19,37.4,0,65.5,5.53,5.05,181,8.18,6.15,13,63.1,19.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,13,9.41,25.9,0,47.3,5.66,5.09,184.4,8.44,5.86,9.2,45.9,23,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,14,9.72,38.4,0,76.5,5.75,5.14,200.9,8.44,6.18,14.4,72.4,56.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,15,9.43,15.5,0.2,37.4,5.85,5.18,202.4,8.17,5.47,6.9,34.6,2.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,16,8.64,-8.5,0,4.9,5.94,5.24,215.4,7.86,4.42,0.2,4.9,41.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,17,8.19,-14.2,0,0,5.97,5.26,226.6,7.36,4.73,0,0,36.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,18,7.88,-19.6,0,0,5.91,5.3,220.5,6.88,4.43,0,0,16.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,19,7.87,-10,0,0,5.89,5.37,218.3,6.87,4.14,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,20,7.86,-9.1,0,0,5.84,5.42,225.1,6.81,4.27,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,21,7.83,-10.1,0,0,5.82,5.43,227.4,6.74,4.36,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,22,7.53,-13.8,0,0,5.81,5.44,233,6.44,3.49,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,23,7.52,-21.7,0,0,5.72,5.45,239.9,6.23,4.43,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-02,24,7.02,-32.2,0,0,5.74,5.52,245,5.72,4.27,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,1,6.58,-25.3,0.2,0,5.68,5.54,241.3,5.38,3.96,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,2,5.78,-41,0,0,5.53,5.52,244.8,4.51,3.84,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,3,4.99,-54.2,0,0,5.38,5.49,245.7,3.81,4.11,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,4,4.09,-61.1,0,0,5.3,5.55,237.5,2.94,3.48,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,5,3.17,-60.2,0,0,5.12,5.58,230,2.13,2.66,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,6,2.95,-57.8,0,0,4.92,5.52,223.6,1.86,3.27,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,7,2.57,-53.4,0,0,4.74,5.54,210.4,1.76,2.8,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,8,1.73,-53.6,0,0,4.58,5.56,196.7,1.23,2.69,0,0.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,9,1.48,-15.4,0,32.6,4.38,5.5,192.6,1.03,1.99,7.3,28.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,10,2.84,45.1,0,125.3,4.25,5.47,198,2.04,2.54,27.2,95.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,11,4.19,74.3,0,170.9,4.26,5.49,197.2,3.09,3.06,36.2,137,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,12,5.84,125.5,0,228.5,4.35,5.48,181.7,4.31,3.39,49.9,199.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,13,6.96,116.4,0,204.5,4.57,5.44,176.1,5.17,4.36,44.1,190.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,14,7.57,51.6,0,110.3,4.81,5.39,174.7,5.71,4.86,22.7,102.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,15,7.32,0.3,0,17.2,5,5.37,169.3,5.78,4.41,2.9,15.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,16,6.79,-6,0,4.3,5.07,5.37,168.1,5.78,4.56,0.3,4.5,55.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,17,6.34,-6.1,0,0,5.07,5.38,154.6,5.49,4.4,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,18,6.63,-4,0,0,5.06,5.38,154,6.06,4.17,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,19,7.05,-4.4,0,0,5.09,5.38,150.7,6.52,4,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,20,7.31,-5.4,0,0,5.12,5.38,142.5,6.74,3.7,0,0,54.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,21,7.59,-3.6,0,0,5.21,5.37,155,7.15,3.45,0,0,22.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,22,8.23,-2.5,0,0,5.24,5.38,179,7.93,3.86,0,0,48.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,23,8.91,-7.5,0,0,5.32,5.42,197.3,8.63,3.84,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-03,24,9.3,-6.6,0,0,5.42,5.44,196.5,8.88,3.48,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,1,9.15,-7.6,0,0,5.5,5.41,179.1,8.72,3.49,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,2,8.61,-4.3,0.2,0,5.6,5.4,187.2,8.18,3.39,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,3,8.36,-5.2,0,0,5.68,5.41,174.2,8,3.52,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,4,8.22,-18.8,0,0,5.68,5.47,173.1,7.82,3.06,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,5,8.11,-6.7,0,0,5.7,5.52,143.9,7.74,2.11,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,6,8.54,-2.7,0,0,5.71,5.54,138.5,8.23,2.38,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,7,8.85,-2.4,0,0,5.76,5.55,136.2,8.54,2.36,0,0,43.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,8,8.92,-3.2,0,0,5.82,5.59,166.2,8.65,2.29,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,9,8.31,-3.8,0,2,5.88,5.61,246.5,7.94,1.98,0,3.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,10,7.7,11.8,0,23,5.89,5.62,263,7.23,2.41,4.7,26.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,11,7.46,14.8,0,28.9,5.94,5.64,237.5,7.01,2.51,5.3,30.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,12,7.71,10.3,0,24.6,6.03,5.73,242.4,7.14,4.43,4.4,25.4,13.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,13,7.63,3.4,0,14.2,6.04,5.77,238.1,7.04,3.85,2.4,14.5,45.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,14,7.63,12.4,0,31.6,6.04,5.76,238.9,6.99,3.98,6.6,34.3,47.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,15,8.02,17.8,0,64,6.05,5.84,241.1,6.73,5.18,12.9,65.9,5.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,16,7.75,-15.2,0,38.6,6.11,5.86,239.5,6.38,4.66,9,41.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,17,7.56,-15.4,0,0,6.05,5.86,235.2,6.32,4.12,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,18,7.36,-25.1,0,0,6.05,5.88,224.4,6.22,3.46,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,19,6.8,-25.5,0,0,5.98,5.9,207.9,5.9,2.48,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,20,6.66,-17.2,0,0,5.88,5.91,206.1,5.83,3.07,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,21,6.63,-9.5,0,0,5.78,5.91,202.5,5.76,2.86,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,22,6.73,-14.4,0,0,5.76,5.91,202.3,5.84,3.03,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,23,6.06,-33.3,0,0,5.76,5.91,195.2,5.39,2.58,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-04,24,5.67,-26.5,0,0,5.71,5.92,180.1,5.19,1.94,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,1,5.67,-13.9,0,0,5.62,5.95,151,5.25,1.37,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,2,6.17,-4.4,0,0,5.6,5.97,142.4,5.85,1.54,0,0,46.2,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,3,6.2,-3.1,0,0,5.59,5.96,101.8,6.02,1.28,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,4,6.11,-2.7,0,0,5.57,5.94,75.6,6.01,1.23,0,0,3.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,5,6.07,-4.2,0,0,5.57,5.92,67.4,5.87,1.74,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,6,5.97,-3.3,0,0,5.65,5.93,49.5,5.83,2.21,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,7,5.76,-2.6,0,0,5.67,5.93,20.6,5.62,2.59,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,8,5.68,-2.1,0.2,0,5.68,5.94,350.1,5.56,2.43,0,0,33.5,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,9,5.81,7.2,0,14,5.69,5.95,335,5.65,2.4,3,15.8,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,10,6,14.9,0,26,5.69,5.94,319.3,5.81,1.91,5.5,27.8,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,11,6.05,29.2,0,50.5,5.76,5.92,304.8,5.78,2.37,9.5,49.3,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,12,5.89,24.4,0,46.3,5.77,5.92,294.5,5.51,2.19,8.3,43.8,26.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,13,6.13,39.9,0,73.9,5.85,5.92,274.8,5.63,1.82,14,68.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,14,6.11,17.1,0,38.4,5.95,5.91,267.6,5.5,1.81,6.7,34.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,15,5.81,4.6,0,16.9,5.97,5.91,279.1,5.23,1.53,2.6,14.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,16,5.61,-2.5,0,4.4,5.97,5.91,259,5.16,1,0.1,3.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,17,5.43,-5.6,0,0.1,5.95,5.93,274.1,5.05,0.63,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,18,5.32,-7,0,0,5.91,5.95,269.1,4.99,0.53,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,19,5.19,-7.1,0,0,5.85,5.96,284.5,4.94,0.59,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,20,5.15,-7.8,0,0,5.83,5.98,271.5,4.89,0.69,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,21,5.11,-8.6,0,0,5.84,5.99,269.6,4.83,0.9,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,22,5.06,-7.8,0,0,5.78,6,291,4.78,1.18,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,23,4.92,-8.2,0,0,5.74,6.01,276.4,4.67,1.7,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-05,24,4.69,-12.6,0,0,5.67,6.01,268,4.35,1.74,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,1,4.12,-21.5,0,0,5.62,6.01,252.6,3.66,1.54,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,2,3.36,-36.1,0,0,5.49,6.01,243.6,2.91,1.54,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,3,3.42,-33.1,0,0,5.38,5.97,243,3.02,1.95,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,4,3,-25.7,0,0,5.26,5.93,242,2.66,1.95,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,5,2.88,-26.1,0,0,5.14,5.97,256,2.52,1.8,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,6,2.48,-36.7,0,0,5.03,5.95,239.1,2.13,2.03,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,7,1.47,-28.2,0,0,4.88,5.91,230.3,1.25,1.31,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,8,1.17,-20.6,0,0,4.68,5.86,232.4,0.98,1.6,0,0.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,9,1.39,7.5,0,36.7,4.53,5.81,203.7,1.15,1.53,6.4,21.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,10,2.05,59.3,0,113.1,4.42,5.81,195.8,1.82,1.76,24,82.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,11,4.04,110.3,0,198.9,4.41,5.79,196.6,3.43,2.34,42.3,158.8,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,12,5.42,115.2,0,205.2,4.54,5.81,213.8,4.55,3.56,44.2,174.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,13,5.84,43.8,0,80.7,4.81,5.79,205.8,4.9,3.3,16.4,75.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,14,6.21,23.7,0,49.3,5.05,5.76,213.1,5.11,3.05,9.8,47.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,15,6.1,7.7,0,62,5.21,5.74,216.1,5.03,3.18,11.6,55.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,16,5.96,-18,0,16.6,5.26,5.72,226.5,4.82,2.11,3,16.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,17,4.82,-51.2,0,0,5.21,5.66,204.1,3.86,1.59,0,0.1,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,18,3.68,-44.9,0,0,5.01,5.68,183.8,3.13,1.29,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,19,3.51,-38.6,0,0,4.76,5.61,197.4,3.02,1.67,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,20,3.59,-38.1,0,0,4.59,5.64,207.6,3.13,2.19,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,21,2.99,-33.5,0,0,4.44,5.66,204.3,2.66,1.69,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,22,2.42,-24.9,0,0,4.27,5.67,196.6,2.19,1.97,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,23,2.02,-19.1,0,0,4.14,5.59,195.8,1.86,2.03,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-06,24,1.99,-8.9,0,0,3.97,5.57,198.1,1.86,2.07,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,1,2.53,-5.3,0,0,3.91,5.57,200.1,2.41,2.27,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,2,3.15,-6.1,0,0,3.94,5.57,218.7,3.05,1.8,0,0,34,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,3,3.34,-22.5,0,0,4.05,5.57,214,3.13,2.01,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,4,2.02,-26.4,0,0,4.04,5.53,215.5,1.82,1.07,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,5,1.77,-21.2,0.2,0,3.85,5.45,213,1.6,0.96,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,6,1.62,-19.5,0,0,3.74,5.44,227.9,1.46,1.71,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,7,1.46,-24.6,0,0,3.6,5.44,209.5,1.3,1.43,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,8,0.86,-23.5,0,0,3.47,5.38,219.7,0.69,1.65,0,0.3,18.7,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,9,0.91,3.1,0,42.8,3.38,5.35,224.1,0.73,1.68,7.7,22.9,29,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,10,3.39,63.2,0,144.6,3.35,5.33,242.3,2.57,1.97,31.6,96.9,29.8,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,11,5.14,105,0,220,3.4,5.33,256.6,3.72,2.72,47.6,173.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,12,5.73,142.3,0,262.2,3.64,5.33,257.2,4.06,3.28,57.6,218.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,13,6.16,153.2,0,274.8,3.89,5.3,254.5,4.2,3.18,58.8,238.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,14,6.41,115.1,0,226.8,4.04,5.28,251.2,4.2,3.21,42,203.9,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,15,6.07,45.1,0,139.1,4.05,5.26,238.4,3.96,3.08,19.8,127.2,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,16,4.95,-43.1,0,32.2,4.02,5.22,233.5,3.29,2.53,3.1,27.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,17,3.86,-58.9,0,0,3.85,5.21,231.5,2.58,2.79,0,0.3,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,18,3.1,-58.2,0,0,3.67,5.17,231.9,2.07,2.6,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,19,2.48,-57,0.2,0,3.48,5.17,208.7,1.59,1.94,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,20,1.56,-51.1,0,0,3.33,5.22,211.9,0.99,1.84,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,21,1.21,-44.3,0,0,3.17,5.15,210.5,0.79,1.71,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,22,1.46,-41.4,0,0,3.01,5.15,216,0.96,2.32,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,23,1.15,-39.4,0,0,2.94,5.15,200.1,0.7,2.22,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-07,24,2.97,2.3,0.4,54.1,3.61,5.32,224.2,2.19,2.19,10.7,45.8,NA,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,1,0.83,-14.2,0,0,2.9,5.13,201.7,0.59,2.3,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,2,0.81,-23.1,0,0,2.97,5.11,201.2,0.57,1.7,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,3,0.61,-21.6,0,0,2.88,5.05,206.9,0.38,1.9,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,4,0.02,-17.5,0,0,2.79,5.02,217.5,-0.18,1.85,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,5,0.5,-10.1,0,0,2.69,4.98,212.8,0.29,1.77,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,6,1.21,-5.1,0,0,2.76,4.94,219.6,0.94,1.96,0,0,32.3,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,7,1.68,-3.6,0,0,2.88,4.92,217.1,1.36,2.02,0,0,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,8,2.27,-15.1,0,0,2.99,4.91,225.5,1.88,2.1,0,0.1,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,9,2.79,-4.9,0.2,17.7,2.95,4.87,226,2.25,2.39,3.5,17.1,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,10,3.53,53,0.2,96.7,3.02,4.83,232,2.87,1.61,21.6,86,60,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,11,4.91,74.5,0.2,153,3.38,4.82,261.4,3.93,2.14,33.2,129.3,24,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,12,5.55,81.8,0,174.3,3.59,4.82,256.2,4.42,2.16,36.3,144.4,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,13,6.13,125.4,0,224.1,3.75,4.83,271.3,4.82,2.61,48,200.5,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,14,6.8,114.2,0.2,216.1,3.89,4.8,263.9,5.13,2.61,41.1,196.6,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,15,6.66,66.1,0.2,153.7,3.94,4.84,266.5,4.87,2.55,23.5,143.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,16,6.09,-1.1,0,16.5,3.98,4.84,264.5,4.51,2.34,2.6,15.7,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,17,5.57,-11.1,0.2,0,4.05,4.82,262.4,4.17,1.78,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,18,5.28,-11.5,0,0,4.06,4.79,248.6,3.88,1.64,0,0,0,NA,NA,NA,NA,NA,2001
"T06",1,2001-01-08,19,4.91,-26.5,0.2,0,4.02,4.81,242.8,3.58,1.92,0,0,0,NA,NA,NA,NA,NA,2001
